TITEL;@Bild;Archivnummer;Schlagworte
Friedhof;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Orte\Friedhof\LZ_TB_Friedhof_61331917_32zu9.jpg ;61331917;Kerzen, Gedenken, Trauer, Licht, Grablichter, Friedhof, Andacht, Erinnerung, Ruhe, Spiritualitдt
Frьhling_Kirschblьte;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Jahreszeiten\Fruehling\Themenbild_Kirschblьte\LZ_TB_Kirschblьte_60815398_32zu9.jpg ;60815398;Kirschblьten, Frьhling, Park, blauer Himmel, Blьtenpracht, Natur, Spazierweg, Bдume, Wasserreflexion, Idylle
Frьhling_Kirschblьte_rosa;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Jahreszeiten\Fruehling\Themenbild_Kirschblьte_rosa\LZ_TB_Kirschblьten_rosa_60815411_32zu9.jpg ;60815411;Kirschblьten, Frьhling, rosa Blьten, Natur, Blьtenpracht, Bдume, Garten, Makroaufnahme, Blьhende Zweige, Romantik, Rosa
Frьhling_Krokusse;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Jahreszeiten\Fruehling\Themenbild_Krokusse\LZ_TB_Krokusse_60815486_32zu9.jpg ;60815486;Krokusse, Frьhling, Blumenwiese, lila Blьten, Natur, Makroaufnahme, Blьtenmeer, Bokeh, Wiese, Frьhlingsfarben
Frьhling_Krokusse_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Jahreszeiten\Fruehling\Themenbild_Krokusse_02\LZ_TB_Krokusse_2_35286166_32zu9.jpg ;35286166;Krokusse, Frьhling, Blumen, Sonnenschein, Wiese, Biene, Natur, lila Blьten, blauer Himmel, Makroaufnahme
Frьhling_Tulpen_gelb;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Jahreszeiten\Fruehling\Themenbild_Tulpen_gelb\LZ_TB_Tulpen_gelb_9925032_32zu9.jpg ;9925032;Tulpen, Frьhling, gelbe Blьten, Blumenfeld, blauer Himmel, Sonnenschein, Natur, Garten, Blьtenmeer, Wachstum
Frьhling_Tulpen_rosa;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Jahreszeiten\Fruehling\Themenbild_Tulpen_rosa\LZ_TB_Tulpen_60813912_32zu9.jpg ;60813912;Frьhlingsblumen, Tulpen, Blumenwiese, bunte Blьten, Sonnenstrahlen, Garten, Natur, Blьtenmeer, romantisch, Lichtspiel, Frьhling
Fussball_Rasen;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Aktivitдtet\Fussball (1.FC)\Fussball_Rasen\LZ_TB_Fussball_Rasen_4562672_32zu9.jpg ;4562672;Stadion, Fuяball, Spielfeld, Rasen, Sportplatz, Linienmarkierung, Bundesliga, Fuяballstadion, Tribьne, Sonnenschein, Fussball, Rasen
Garten_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Orte\Garten\Garten_2\LZ_TB_Garten_2_45373566_32zu9.jpg ;45373566;Garten, Gewдchshaus, Gemьseanbau, Natur, Pflanzen, Frьhling, Selbstversorgung, Gartenarbeit, Gemьsebeet, nachhaltiges Gдrtnern
Gas;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Energie_Kraftstoffe\Gas\Gas\LZ_TB_Gas_50123334_32zu9.jpg ;50123334;Gasherd, Flamme, Kochen, Energie, Gasflamme, Haushalt, Kьche, Wдrme, Gasverbrauch, Brenner, Gas, Energie, Kraftstoffe
Gastronomie;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Beruf\Gastronomie\LZ_TB _Gastronomie_61381598_32zu9.jpg ;61381598;Kellner, Gastronomie, Service, Restaurant, Bedienung, Teller, Salat, Kьche, Servieren, Essen, Beruf
Gemьse  VieleSorten;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Lebensmittel\Gemьse\VieleSorten\LZ_TB_Gemuese_VieleSorten_49141825_32zu9.jpg ;49141825;Obst und Gemьse, Herbsternte, gesunde Ernдhrung, frische Zutaten, Kьrbis, Paprika, Karotten, Weintrauben, Schneidebrett, Kьchenvorbereitung, Gemьsesorten 
Gericht;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verbrechen\Gericht\Gericht_1\LZ_TB_Gericht_1_61093216_32zu9.jpg ;61093216;Gericht, Gerichtsverhandlung, Angeklagter, Anwalt, Gerichtssaal, Justiz, Prozess, Anklage, Verhandlung, Strafrecht, Richter
Gericht_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verbrechen\Gericht\Gericht_2\LZ_TB_Gericht_2_30638195_32zu9.jpg ;30638195;Justitia, Gerechtigkeit, Gesetz, Akten, Rechtsprechung, Gerichtsverfahren, Waage, Gericht, Jura, Rechtswesen
Gericht_3;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verbrechen\Gericht\Gericht_3\LZ_TB_Gericht_3_57209254_32zu9.jpg ;57209254;Gericht, Grundgesetz, Deutschland, Verfassung, Recht, Justitia, Bundesrepublik, Gesetzbuch, Demokratie, Rechtsstaat, Jura
Geruest;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Beruf\Handwerk\Geruest\LZ_TB_Handwerk_Geruest_61381687_32zu9.jpg ;61381687;Handwerk, Beruf, Bauarbeiter, Gerьstbau, Baustelle, Sicherheit, Konstruktion, Bauwesen, Helm, Hochbau, Arbeitsschutz, Bauprojekt, Gerьst
Gesundheit__Krankenhaus;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Gesundheit\Krankenhaus\LZ_TB_42078640_Krankenhaus_32zu9.jpg ;42078640;Krankenhausflur, Gesundheit, medizinisches Personal, Klinik, Pflege, Intensivstation, Hygiene, Krankenhausalltag, Patientenversorgung, sterile Umgebung
Gesundheit__Tabletten_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Gesundheit\Medikamente\Tabletten_2\LZ_TB _61386146_Tabletten_2_32zu9.jpg ;61386146;Medikamente, Tabletten, Kapseln, Spritze, Pharmazeutik, Gesundheit, Behandlung, Apotheke, Medizin, Heilmittel
Gesundheit_Operationssaal_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Gesundheit\Operationssaal\02\LZ_TB_Operationsaal_2_62184753_32zu9.jpg ;62184753;Operation, Chirurgen, OP-Lampe, Krankenhaus, medizinisches Personal, Chirurgie, Teamarbeit, Gesundheit, Sterilitдt, Notfall, Operationssaal 
Gesundheit_Operationssaal_3;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Gesundheit\Operationssaal\03\LZ_TB_Operationsaal_3_63817395_32zu9.jpg ;63817395;Operationssaal, Krankenhaus, OP-Tisch, medizinische Gerдte, Chirurgie, sterile Umgebung, Beleuchtung, Monitor, moderne Technologie, Gesundheit
Gesundheit_Tabletten;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Gesundheit\Medikamente\Tabletten\LZ_TB _61386122_Tabletten_32zu9.jpg ;61386122;Tabletten, Medikamente, Pharmazeutik, Kapseln, Gesundheit, Apotheke, Heilmittel, Behandlung, Drogen, Medizin
Gesundheit_№bergewicht;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Gesundheit\№bergewicht\LZ_TB _Uebergewicht_35320273_32zu9.jpg ;35320273;Waage, Kind, Teddybдr, Gewicht, Gesundheit, Holzfuяboden, Messung, Kindheit, Spielzeug, Fitness, №bergewicht 
Gesundheit_Wartezimmer;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Gesundheit\Wartezimmer\LZ_TB _Wartezimmer_61386164_32zu9.jpg ;61386164;Stьhle, Innenraum, Design, Mцbel, Einrichtung, minimalistisch, Bьro, Holzfuяboden, moderne ƒsthetik, Sitzmцbel, Wartezimmer
Getreideballen;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Landwirtschaft\Landarbeit_Anbau\Getreideballen\LZ_TB _46493316_Getreideballen_32zu9.jpg ;46493316;Strohballen, Landwirtschaft, Ernte, Feld, lдndliche Landschaft, Stroh, Bauernhof, Ackerbau, Heuballen, Sommer, Getreideballen
Getreideernten;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Landwirtschaft\Landarbeit_Anbau\Getreideernten\LZ_TB _61389959_Getreideernten_32zu9.jpg ;61389959;Getreideernte, Feldarbeit, Landwirtschaft, Stroh, Traktor, Erntehelfer, Landleben, Erntezeit, Handarbeit, Bauernhof
Gewitter;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Wetter\Gewitter\Themenbild_Gewitter01\LZ_TB_Gewitter01_11524261_32zu9.jpg ;11524261;Gewitter, Blitze, Unwetter, Sturm, dunkler Himmel, Naturgewalt, Blitzeinschlag, dramatische Wolken, Nachtgewitter, Wetterphдnomen
Gewitter_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Wetter\Gewitter\Themenbild_Gewitter02\LZ_TB_Gewitter02_55637234_32zu9.jpg ;55637234;Blitzschlag, Gewitter, Stadt bei Nacht, Skyline, Unwetter, Autobahnlichter, Nachtaufnahme, dramatischer Himmel, Wetterphдnomen, elektrische Spannung, Blitze
Gewitter_3;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Wetter\Gewitter\Themenbild_Gewitter03\LZ_TB_Gewitter03_1121071_32zu9.jpg ;1121071;Blitze, Gewittersturm, nдchtlicher Himmel, Naturgewalt, Unwetter, Stromleitungen, dramatische Wolken, Blitzschlag, Wetterphдnomen, Elektrizitдt
Glatteis;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Wetter\Glatteis\Themenbild_Glatteis01\LZ_TB_Glatteis01_50139524_32zu9.jpg ;50139524;Schneefall, Nachtverkehr, Autoscheinwerfer, winterliche Straяen, Autofahrt, rutschige Fahrbahn, Schneegestцber, Stadtverkehr, schlechte Sicht, Winterwetter, Glatteis
Glatteis_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Wetter\Glatteis\Themenbild_Glatteis02\LZ_TB_Glatteis02_1021211_32zu9.jpg ;1021211;Winterverkehr, vereiste Straяen, Autoscheinwerfer, Stau, kaltes Wetter, rutschige Fahrbahn, Pendlerverkehr, morgendliche Fahrt, frostige Bedingungen, Verkehrssicherheit, Glatteis
Gleisarbeit;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Beruf\Mechaniker\Gleisarbeit\LZ_TB_Mechaniker_Gleisarbeit_61381646_32zu9.jpg ;61381646;Schweiяen, Bauarbeiter, Nachtschicht, Funkenflug, Baustelle, Sicherheitsweste, Straяenarbeiten, Schutzhelm, Handwerk, Industriearbeit, Gleisarbeiten, Beruf
Graffiti;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Kultur\Graffiti\LZ_TB_Graffiti_38159917_32zu9.jpg ;38159917;Graffiti, bunte Farben, Wandkunst, Street Art, Parkplatzschild, Taxi, urbane Kunst, abstrakte Kunst, Straяenkunst, moderne Kunst
Gremberger Wдldchen;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Landschaften\Gremberger Wдldchen\LZ_TB_Gremberger Waeldchen_206620_32zu9.jpg ;206620;Frьhlingswald, Natur, Waldweg, Bдume, grьnes Laub, Wanderweg, frische Luft, Erholung, Landschaft, Outdoor, Gremberger Wдldchen
Halloween;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Halloween\LZ_TB_Halloween_61131955_32zu9.jpg ;61131955;Halloween, Kьrbis, Jack-o'-Lantern, gruselig, Gesicht, Schnitzkunst, Herbst, Dekoration, leuchtend, Feier
Herbst_Sonne;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Jahreszeiten\Herbst\Themenbild Herbst_Sonne\LZ_TB_Herbst_Sonne_50861227_32zu9.jpg ;50861227;Herbst, Laub, Ahornblдtter, Sonnenschein, golden, Natur, Jahreszeiten, blauer Himmel, Baum, Herbstfarben
Herbst_Sonne 02;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Jahreszeiten\Herbst\Themenbild Herbst_Sonne 02\LZ_TB_Herbst_Sonne_61469311_32zu9.jpg ;61469311;Herbst, Teich, Sonnenaufgang, Bдume, Spiegelung, Nebel, Natur, Stille, Wasser, Herbstfarben, Sonne
Herbstlaub;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Jahreszeiten\Herbst\Themenbild Herbstlaub\LZ_TB_Herbstlaub_788955_32zu9.jpg ;788955;Herbst, Laub, Wald, Sonnenlicht, Blдtter, Spaziergang, Schatten, Natur, Farbenpracht, Atmosphдre
Hitze;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Wetter\Sonnig\Themenbild Hitze\LZ_TB_Sonne Hitze_61277710_32zu9.jpg ;61277710;Sonnenlicht, Durst, Trinken, Wasserflasche, Sommerhitze, Erfrischung, Silhouette, blauer Himmel, Hydration, Gegenlicht, Sonne
Hochwasser;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Wetter\Hochwasser\Themenbild Hochwasser01\LZ_TB_Hochwasser01_4952194_32zu9.jpg ;4952194;№berschwemmung, lдndliche Straяe, Starkregen, Hochwasser, ьberfluteter Weg, Naturkatastrophe, Landwirtschaft, schlechtes Wetter, Wasseransammlung, Straяensperrung
Hochwasser_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Wetter\Hochwasser\Themenbild Hochwasser02\LZ_TB_Hochwasser02_185656_32zu9.jpg ;185656;Starkregen, Hochwasser, ьberflutete Straяe, Auto im Wasser, Naturkatastrophe, urbane №berschwemmung, Extremwetter, Rettungseinsatz, Verkehrschaos, Klimawandel
Hochwasser_3;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Wetter\Hochwasser\Themenbild Hochwasser03\LZ_TB_Hochwasser03_34911386_32zu9.jpg ;34911386;Hochwasser, ьberflutete Landschaft, Flussьberschwemmung, Bдume im Wasser, trьbes Wetter, Naturkatastrophe, Flussmarkierungen, starker Regen, Winterflut, Extremsituation. Starkregen
Hubschrauber_1;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Notdienst\Hubschrauber\Hubschrauber_1\LZ_TB _Hubschrauber_61299103_32zu9.jpg ;61299103;Hubschrauber, Rettungshubschrauber, Notarzt, Luftrettung, Helikopter, Notfall, Einsatz, Rettungsdienst, medizinische Hilfe, Luftfahrt, Unfall
Hubschrauber_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Notdienst\Hubschrauber\Hubschrauber_2\LZ_TB_Hubschrauber_2_61299073_32zu9.jpg ;61299073;Hubschrauber, Rettungshubschrauber, ADAC, Notarzt, Luftrettung, Christoph Westfalen, Unfall, Autobahn, Notfall, medizinische Hilfe, Einsatz
Hubschrauber_3;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Notdienst\Hubschrauber\Hubschrauber_3\LZ_TB_Hubschrauber_3_52813210_32zu9.jpg ;52813210;Hubschrauber, Bundespolizei, Hubschrauber, Polizeihelikopter, Luftьberwachung, Einsatz, Sicherheit, Eurocopter, Blaulicht, Luftfahrt, Rettungseinsatz
InternetCrime;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verbrechen\InternetCrime\InternetCrime\LZ_TB_InternetCrime_Variante_61389129_32zu9.jpg ;61389129;InternetCrime, Hacker, Cybersecurity, Programmierung, Linux, Terminal, IT-Sicherheit, Daten, Quellcode, Computer, Bildschirm
InternetCrime_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Verbrechen\InternetCrime\InternetCrime_2\LZ_TB_InternetCrime_61388974_32zu9.jpg ;61388974;InternetCrime, Hacker, Tastatur, Programmierung, Cyberkriminalitдt, IT-Sicherheit, Hacking, Computer, Finger, Code, Technik
Joggen;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Aktivitдtet\Joggen\Joggen\LZ_TB_Joggen_60938990_32zu9.jpg ;60938990;Joggen, Natur, Outdoor, Laufen, Fitness, Landschaft, Abendsonne, Wiese, Bewegung, Sport
kalte Getrдnke;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Lebensmittel\Getrдnke\kalteGetrдnke\LZ_TB_Lebensmittel_Getraenke_kalt_60180264_32zu9.jpg ;60180264;Gin Tonic, Zitrone, Sommerdrink, Erfrischungsgetrдnk, Minze, Eiswьrfel, Cocktailglas, Outdoor-Getrдnk, Sprudelwasser, Getrдnketablett, kalte Getrдnke
Kanu/Kajak;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Aktivitдtet\Kanu\Kanu\LZ_TB_Kanu_60939197_32zu9.jpg ;60939197;Kajakfahren, Fluss, Outdoor-Aktivitдt, Natur, Paddeln, Wassersport, Erholung, Abenteuer, Landschaft, Sonnenuntergang, 
Karneval_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Karneval\Karneval 02\LZ_TB_Karneval_2_33899686_32zu9.jpg ;33899686;Karneval, Feier, bunte Kostьme, Spaя, Gruppe, Verkleidung, Konfetti, Straяenfest, Freude, Tradition
Karneval_4;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Karneval\Karneval 04\LZ_TB_Karneval_4_33486644_32zu9.jpg ;33486644;Karneval, 1. FC Kцln, Fans, Verkleidung, Clowns, Feier, rot-weiяe Farben, Fest, Kostьme, Frцhlichkeit
Karneval_5;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Karneval\Karneval 05\LZ_TB_Karneval_5_61520374_32zu9.jpg ;61520374;Karneval, bunte Kostьme, Zuckerwatte, Umzug, Feier, Fest, Verkleidung, farbenfrohe Hьte, Straяenfest, Freude
Karneval_6;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Karneval\Karneval 06\LZ_TB_Karneval_6_61520373_32zu9.jpg ;61520373;Luftschlangen, Karneval, Partydeko, bunte Farben, Feier, Konfetti, Fasching, Dekoration, festlich, frцhlich
Karneval1;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Karneval2\Karneval1\LZ_TB_Karneval_33578007_32zu9.jpg ;33578007;Karneval, Berliner Pfannkuchen, Konfetti, Luftschlangen, Fasching, lustige Dekoration, Sьяgebдck, Partyatmosphдre, Maskerade, Spaя
Karneval10;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Karneval2\Karneval10\LZ_TB_Karneval9_47838843_32zu9.jpg ;47838843;Konfetti, Partydekoration, Fasching, Karneval, Luftschlangen, Feier, bunte Deko, Glitzer, Lichterkette, Holztisch
Karneval11;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Karneval2\Karneval11\LZ_TB_Karneval11_278731_32zu9.jpg ;278731;Luftballons, bunte Ballons, Partydekoration, Feier, Geburtstagsfeier, Heliumballons, Feststimmung, Farbmix, Karneval, Ballonbouquet
Karneval12;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Karneval2\Karneval12\LZ_TB_Karneval12_67544509_32zu9.jpg ;67544509;Karnevalsumzug, Fasching, Verkleidungen, Straяenfest, Karnevalskostьme, frцhliche Menschen, bunte Hьte, Feierlichkeiten, Rosenmontag, Volksfest, Karneval
Karneval13;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Karneval2\Karneval13\LZ_TB_Karneval13_49658571_32zu9.jpg ;49658571;Luftschlangen, Partydekoration, bunte Farben, Karneval, Fasching, Feier, Papierschlangen, Punktmuster, Konfetti, Feststimmung
Karneval3;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Karneval2\Karneval3\LZ_TB_Karneval3_48472185_32zu9.jpg ;48472185;Luftschlangen, Karneval, bunte Dekoration, Fasching, Partyzubehцr, Feier, Konfetti-Atmosphдre, Festlichkeit, Spaя, Farbmuster
Karneval8;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Karneval2\Karneval8\LZ_TB_Karneval6_177632_32zu9.jpg ;177632;Konfetti, Luftschlangen, bunte Deko, Partydekoration, Karneval, Fasching, Feier, Frцhlichkeit, farbenfroh, Festlichkeit, Karneval
Karneval9;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Karneval2\Karneval9\LZ_TB_Karneval8_8891637_32zu9.jpg ;8891637;Krapfen, Faschingskrapfen, Berliner, Marmeladenfьllung, Gebдck, Puderzucker, Karneval, deutsches Gebдck, sьяe Leckerei, Faschingszeit, Karneval
Kartoffelernte;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Landwirtschaft\Landarbeit_Anbau\Kartoffelernte\LZ_TB _61389728_Kartoffelernte_32zu9.jpg ;61389728;Traktor, Kartoffelernte, Landwirtschaft, Feldarbeit, Erntemaschine, Agrarwirtschaft, Ackerbau, Landtechnik, Bauernhof, Erntezeit
Kino_01;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Kultur\Kino\Kino_1\LZ_TB_Kino_1_61767507_32zu9.jpg ;61767507;Kino, Kinosaal, Vorhang, leere Sitze, rote Stьhle, Bьhne, Filmvorfьhrung, Theater, Beleuchtung, Innenraum
Kino_02;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Kultur\Kino\Kino_2\LZ_TB_Kino_2_61767432_32zu9.jpg ;61767432;Kino, Kinosaal, rote Stьhle, Zuschauer, leere Plдtze, Filmvorfьhrung, Theater, Rьckansicht, Einsamkeit, Sitzreihen
Kino_Odeon_Treppe;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Kultur\Kino\Kino_Odeon_Treppe\LZ_TB_Kino_Odeon_Treppe_254197_32zu9.jpg ;254197;Kino, Eingang, Treppe, roter Teppich, Foyer, Cafй, Filmplakate, Beleuchtung, Innenraum, Filmlounge, Odeon
Kiosk;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Beruf\Verkauf\Kiosk\LZ_TB_Kiosk_46401932_32zu9.jpg ;46401932;Kiosk, Kцln, Zeitungen, Tabakwaren, Getrдnke, Sьяwaren, Coffee to go, Snacks, Hermes Paketshop, Imbiss, Verkauf, Beruf
Kirmes_1;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Kirmes\Kirmes01\LZ_TB_Kirmes_1_61166701_32zu9.jpg ;61166701;Kettenkarussell, Volksfest, Jahrmarkt, Karussellfahrt, Bewegung, Fahrgeschдft, Freizeitpark, Adrenalin, Spaя, Rummel, Kirmes
Kirmes_2;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Kirmes\Kirmes02\LZ_TB_Kirmes_2_56180531_32zu9.jpg ;56180531;Riesenrad, Kettenkarussell, Jahrmarkt, Volksfest, Lichter, Abendstimmung, Fahrgeschдfte, Vergnьgungspark, Karussellbeleuchtung, Freizeitspaя, Kirmes
Kirmes_3;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Kirmes\Kirmes03\LZ_TB_Kirmes_3_56187478_32zu9.jpg ;56187478;Jahrmarkt, Lichtershow, Fahrgeschдft, Volksfest, Bewegung, Nachtaufnahme, bunte Beleuchtung, Rummelplatz, Karussell, Vergnьgungspark, Kirmes
Kirmes_4;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Feiertage_Events\Kirmes\Kirmes04\LZ_TB_Kirmes_4_55915999_32zu9.jpg ;55915999;Riesenrad, Volksfest, Nachtaufnahme, Jahrmarkt, Lichter, Karussell, Freizeitspaя, Vergnьgungspark, Menschenmenge, Feststimmung, Kirmes
Kirsche;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Lebensmittel\Obst\Kirsche\LZ_TB_Lebensmittel_Obst_Kirsche_37531521_32zu9.jpg ;37531521;Kirschen, Obst, Baum, Ernte, Sommer, Garten, Natur, Frische, Frьchte, Blдtter
Kirsche_Blьte;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Lebensmittel\Obst\Kirsche_Blьte\LZ_TB_Lebensmittel_Obst_Kirsche_Blьte_50154922_32zu9.jpg ;50154922;Frьhling, Kirschblьten, Natur, Blьten, Baum, Zweig, Blьtezeit, Frische, Garten, Himmel
Kita_1;V:\Sonderprojekte\LZ_Neue Bildsprache_Rollout_Studios\Themenpool_Moodbilder_NEU\Soziales\Kita\Kita_1\LZ_TB_Kita_1_61302449_32zu9.jpg ;61302449;Kita, Kinderschuhe, Zeichnungen, Spielzimmer, Kreativitдt, Kinder, bunte Schuhe, Basteln, Spielen, Malen, Kindheit
